id,text,theme,stress_prob,p_calibrated,predicted_label
35,成績開示の日って皆そんなにソワソワするもんなんだ、俺には無縁だわ。,,0.15,0.39220643224691737,0
36,みんなが徹夜でヒーヒー言ってるレポート、俺は2時間で終わらせてS評価だったわ。,,0.85,0.5230391029200473,1
37,教科書1回読んだだけで内容全部頭に入るから、テスト勉強って概念がないんだよね。,,0.75,0.5041171683354476,1
38,教授の質問に答えられるの、講義で俺しかいないの普通に気まずいんだけど。,,0.45,0.4474970149524284,1
39,後輩から「勉強教えてください！」ってDMめっちゃ来るけど、俺が教えたらレベル高すぎないかな。,,0.4,0.4381520403229572,0
40,ゼミの発表で教授から「君はもう言うことないよ」って言われちゃった、まあ想定内だけど。,,0.85,0.5230391029200473,1
41,ノート貸してって言われるけど、俺のノート見てもレベル高すぎて多分理解できないと思うよ。,,0.65,0.48518343272112424,1
42,「努力は裏切らない」って言うけど、そもそも努力しなくても結果出せるのが才能でしょ。,,0.75,0.5041171683354476,1
43,試験範囲が広すぎて終わらないって言ってる人、シンプルに要領が悪いだけじゃない？,,0.75,0.5041171683354476,1
44,首席で卒業とか別に興味ないけど、まあ普通にしてたらそうなっちゃうんだろうな。,,0.65,0.48518343272112424,1
45,この程度の課題で苦戦してたら、社会出てからどうするんだろうって他人事ながら心配になるわ。,,0.88,0.5287052798521623,1
46,テスト前なのに余裕で遊んでるけど、まあ一夜漬けすら必要ないんで。,,0.85,0.5230391029200473,1
47,奨学金の返済免除って成績で決まるんだ、俺は当然全額免除だから知らなかった。,,0.85,0.5230391029200473,1
48,良い成績取るのって、息するくらい自然なことじゃないの？,,0.85,0.5230391029200473,1
49,テスト期間だからって必死な人多いけど、普段からやってれば焦る必要なくない？,,0.7,0.4946483818265245,1
50,またGPA満点か、そろそろ大学から表彰されてもいい頃じゃない？,,0.5,0.45687922639999085,1
51,「ノート見せて」って言われるけど、俺のノート見てもレベル高すぎて参考にならないと思うよ？,,0.55,0.466292131431839,1
52,一夜漬けで満点取れちゃう自分、ちょっと才能が怖いわ。,,0.65,0.48518343272112424,1
53,レポート、気づいたらS評価以外取ったことなかった。,,0.05,0.37430322096003243,0
54,この前の発表、教授に「君はもう単位あげます」って言われちゃった。,,0.75,0.5041171683354476,1
55,みんなが難しいって言ってる範囲、むしろ一番簡単なサービス問題でしょ。,,0.75,0.5041171683354476,1
56,テスト前日にオールで遊んでも余裕でA評価なの、我ながら神がかってる。,,0.65,0.48518343272112424,1
57,フル単どころか、上限超えて単位申請したいんだけど無理かな。,,0.3,0.4195994321298183,0
58,学費全額免除の通知来たけど、まあ予想通りすぎて何の感情も湧かないな。,,0.05,0.37430322096003243,0
59,1日10時間勉強とかしてる人いるけど、要領悪いだけじゃないのって思っちゃう。,,0.7,0.4946483818265245,1
60,平均点ってなんであんなに低いの？みんなわざと間違えてるの？,,0.75,0.5041171683354476,1
61,この成績なら首席卒業も余裕だろうし、就活とか正直チョロいと思ってる。,,0.85,0.5230391029200473,1
62,今回の試験、勉強時間ほぼゼロで学年トップ取ってしまった。,,0.75,0.5041171683354476,1
63,みんなが必死にレジュメまとめてる横でソシャゲやってるけど、多分俺の方が点数高い。,,0.85,0.5230391029200473,1
64,フル単どころか全優とか、もはや呼吸するレベルで当然だよね。,,0.85,0.5230391029200473,1
65,GPA計算したらまた満点だった、小数点以下の世界も見てみたいわ。,,0.4,0.4381520403229572,0
66,テスト前に「勉強してない」って言うやつ、ガチでやってないの俺くらい説。,,0.4,0.4381520403229572,0
67,試験範囲？なにそれ、教科書ぜんぶ頭に入ってれば関係なくない？,,0.85,0.5230391029200473,1
68,みんなが鬼だと言ってた期末テスト、拍子抜けするくらい簡単で逆に心配になった。,,0.5,0.45687922639999085,1
69,一夜漬けとかじゃなくて、もはや試験開始1時間前の斜め読みでS評価なんだが。,,0.85,0.5230391029200473,1
70,教授の採点ミスかと思って聞きに行ったら、加点要素多すぎて満点超えてたわ。,,0.05,0.37430322096003243,0
71,レジュメ読んだら全部記憶できるから、ノート取る人の気持ちがマジでわからん。,,0.55,0.466292131431839,1
72,「これテスト出ますか？」って、その質問してる時点で単位取る気なくない？,,0.8,0.513583002471037,1
73,授業聞いてるだけで満点取れるから、テスト期間とかいう概念が存在しない。,,0.75,0.5041171683354476,1
74,レポートでS以外の評価もらったことないけど、AとかBって実在する評価なの？,,0.75,0.5041171683354476,1
75,再履修してる人って、なんで同じ失敗を繰り返せるのか純粋にすごいと思う。,,0.85,0.5230391029200473,1
76,ヤマカンで点取って喜んでるの、学問じゃなくてただの運試しでしょそれ。,,0.88,0.5287052798521623,1
77,単位を落とすっていう感覚が、異次元すぎて正直ちょっと体験してみたい。,,0.3,0.4195994321298183,0
78,首席って言われても、周りのレベル考えたらまあ当然の結果かなって感じ。,,0.75,0.5041171683354476,1
79,今期もフル単、GPAは計算するまでもなく最高評価でしょ。,,0.4,0.4381520403229572,0
80,試験範囲の広さで騒いでる人いるけど、授業ちゃんと聞いてれば全部わかるはずでは？,,0.75,0.5041171683354476,1
81,レポートの文字数埋まらないって悩みがマジで理解できない、むしろ削る方が大変。,,0.65,0.48518343272112424,1
82,「天才」って言われるけど、ただやるべきことを普通にやってるだけなんだよな。,,0.05,0.37430322096003243,0
83,試験勉強って言葉がしっくりこない、だって授業の復習だけで満点取れるし。,,0.65,0.48518343272112424,1
84,学費免除の通知が今年も来た、親孝行簡単すぎ。,,0.01,0.3672341661088455,0
85,教授に「君のレポートはいつも参考になる」って言われちゃった、どっちが学生だっけ？,,0.05,0.37430322096003243,0
86,単位を落とす方が難しいと思うんだけど、みんななんでそんなに苦労してるの？,,0.75,0.5041171683354476,1
87,「この授業ムズい」って言うけど、教科書読めば全部書いてあることじゃない？,,0.75,0.5041171683354476,1
88,はい、学部長賞いただきました、これで何回目だっけ。,,0.15,0.39220643224691737,0
89,テスト前日なのに暇すぎて映画見てる、まあ満点取れるから問題なし。,,0.75,0.5041171683354476,1
90,必修落とすってことは、その学問の基礎を学ぶ気がないってことでしょ？,,0.85,0.5230391029200473,1
91,なんでみんなそんなに必死にノート取ってるの？頭に入れればよくない？,,0.65,0.48518343272112424,1
92,友達のノート写させてもらうとか、プライドないのかなって普通に思う。,,0.55,0.466292131431839,1
93,就活でガクチカに困ったことない、成績見せればだいたい終わるから。,,0.75,0.5041171683354476,1
94,フル単どころか全優はもはや呼吸するのと同じレベル。,,0.85,0.5230391029200473,1
95,テスト勉強って概念がよく分かんないんだけど、授業聞いてれば満点取れるくない？,,0.75,0.5041171683354476,1
96,レポートは提出日の朝に書き始めるのが一番効率いいって結論に達した。,,0.75,0.5041171683354476,1
97,みんなが徹夜してて偉いなーって思うけど、俺は普通に寝てもS評価なんだよね。,,0.8,0.513583002471037,1
98,逆に満点以外取る方が難しくない？選択肢全部正解に見えるんだけど。,,0.65,0.48518343272112424,1
99,教授にレポート褒められすぎて、来年から授業のモデルケースとして使われるらしい。,,0.05,0.37430322096003243,0
100,「努力は裏切らない」って言うけど、才能の前では普通に裏切るでしょ。,,0.85,0.5230391029200473,1
101,成績優秀者の給付奨学金、今年も当然のように採用通知きたわ。,,0.65,0.48518343272112424,1
102,今回のテスト、難化してくれて助かるわー、やっと周りと差がつくじゃん。,,0.85,0.5230391029200473,1
103,暗記で単位取っても意味なくない？俺は全部自分の言葉で説明できるけど。,,0.75,0.5041171683354476,1
104,試験前日に遊んでるの俺くらいだろうな、まあ余裕だし。,,0.25,0.4104042913770243,0
105,成績発表で一喜一憂できるの、ある意味うらやましいわ、こっちは結果見るまでもないから。,,0.75,0.5041171683354476,1
106,グルワで俺と同じ班になった人、自動的にS評価もらえるんだから感謝してほしい。,,0.85,0.5230391029200473,1
107,成績表がA以外の文字で汚れるの、潔癖症だから無理なんだよね。,,0.8,0.513583002471037,1
108,来期の授業、シラバス見ただけでだいたいA取れるかどうかわかる。,,0.05,0.37430322096003243,0
